record number,Price,Market Cap,Free Float Market Cap %,6m ADV,RoE %,RoCE %,EBIT Margin %,EPS,PAT %,Stock Return %
675,0.00202215,0.00595671,0.4018562,0.00282608,0.55738837,0.55389813,0.55898536,0.00764101,0.52437548,0.13024307
676,0.00280832,0.00109156,0.33240879,0.00013687,0.59356646,0.63862423,0.54532079,0.00998575,0.5244287,0.12078621
677,0.00646777,0.01072772,0.36739919,0.00170582,0.54710063,0.57882561,0.52925679,0.00571317,0.52450431,0.1874899
678,0.00794609,0.00097945,0.34168978,0.00055125,0.54847889,0.5419074,0.53384028,0.00976184,0.52451668,0.11537243
679,0.00153357,0.00183437,0.20034137,0.00729093,0.53966694,0.56267357,0.52838811,0.01210061,0.52456769,0.14817161
680,0.00064755,0.00023315,0.224984,0.00334001,0.57405849,0.58093666,0.5697617,0.16694356,0.52462347,0.02753413
681,0.02672122,0.00832332,0.20791551,0.00337066,0.64058412,0.63368276,0.53240205,0.00461029,0.52471007,0.14083572
682,0.06291145,0.00551229,0.51610839,0.00687061,0.71723255,0.64919657,0.5406836,0.00966522,0.52473776,0.15902233
683,0.0048547,0.00367471,0.5991039,0.00690436,0.57400216,0.60560041,0.54513575,0.00734355,0.52488009,0.19359123
684,0.0042595,0.00500847,0.56059313,0.01824646,0.68662928,0.66810932,0.53925637,0.0157229,0.5248978,0.50765885
685,0.00633302,0.00210213,0.23330489,0.00334968,0.59202289,0.58527104,0.53937569,0.01283929,0.52492527,0.4628874
686,0.01906111,0.00361617,0.44740772,0.00478859,0.54015483,0.56063138,0.52664584,0.00584871,0.52493401,0.17689901
687,0.02463994,0.03681198,0.37700021,0.13274246,0.55502146,0.5573073,0.5748857,0.01770658,0.52496303,0.16438672
688,0.00234495,0.00357437,0.56838063,0.01451621,0.54618868,0.55279398,0.54294394,0.01017985,0.52498668,0.14733498
689,0.00471123,0.0039207,0.26637508,0.00130863,0.56396829,0.57807716,0.53098764,0.00763377,0.52501359,0.13457148
690,0.01464845,0.0095525,0.20108812,0.00343058,0.54796357,0.55209943,0.54543226,0.00584305,0.5250758,0.20379545
691,0.00089572,0.00092789,0.19991466,0.00102741,0.54344981,0.54919444,0.52738814,0.00343255,0.52513888,0.13536885
692,0.00268715,0.0018066,0.22445061,0.00443153,0.5476222,0.56314893,0.53906548,0.01116082,0.52513905,0.26493595
693,0.01109854,0.002785,0.19991466,0.00024305,0.54194064,0.55746515,0.53016221,0.00498012,0.52555897,0.1010511
694,0.00143373,0.00063303,0.2521869,0.02794182,0.66461429,0.59999048,0.53807137,0.03168609,0.52556709,0.06490846
695,0.00408501,0.0004826,0.35086409,0.0004334,0.5924206,0.61719713,0.53154932,0.01571021,0.52561984,0.16337859
696,0.00857328,0.12486359,0.40142949,0.22035804,0.54686068,0.5479298,0.53421614,0.01194194,0.52565961,0.16224779
697,0.01050431,0.00251716,0.20012801,0.01764098,0.61166568,0.62636135,0.56791016,0.00634325,0.52573969,0.22051658
698,0.01421028,0.0008219,0.38489439,0.00033539,0.57314405,0.57040595,0.54720293,0.01041089,0.5257564,0.1618397
699,0.02244331,0.00337435,0.25368039,0.00712261,0.60036856,0.6104373,0.54362469,0.00596315,0.5257854,0.20971164
700,0.02656612,0.00284259,0.28451035,0.00151504,0.59687103,0.60470079,0.54412555,0.01298495,0.52580285,0.15938921
701,0.00446404,0.15206862,0.32931513,0.67040447,0.53000877,0.54867299,0.60097335,0.01190647,0.52582863,0.36995131
702,0.00930226,0.00191437,0.40836356,0.00054856,0.59952135,0.6367495,0.54128195,0.00916278,0.52590554,0.11220588
703,0.00187383,0.00173271,0.60753147,0.0090656,0.56435346,0.55350211,0.55641407,0.01941729,0.5261032,0.14130488
704,0.00118266,0.00022016,0.25293365,1.96E-05,0.60296973,0.58172079,0.54885394,0.01466478,0.52613575,0.12111683
705,0.00330174,0.00108465,0.32035417,0.00190744,0.51496155,0.53830374,0.53397749,0.00992722,0.52630017,0.17233188
706,0.00516006,0.00069268,0.19991466,0.00114613,0.58547111,0.61103066,0.57792971,0.01451034,0.52638308,0.08626688
707,0.00390276,0.00319267,0.27576275,0.00851075,0.54936004,0.57667377,0.52838597,0.00863288,0.52642284,0.19099897
708,0.00757093,0.01039781,0.36697248,0.00304469,0.58099787,0.60281887,0.54594202,0.0033447,0.52646608,0.12312221
709,0.01302181,0.00040304,0.19991466,9.49E-05,0.54717181,0.5823691,0.54756573,0.00644184,0.52653183,0.13166326
710,0.00299735,0.00095028,0.33934286,0.00162329,0.58338823,0.60608066,0.54736297,0.00927923,0.52660649,0.1887682
711,0.01626054,0.01229376,0.51952208,0.14064297,0.59336769,0.63499335,0.53678398,0.00415186,0.52668484,0.07310827
712,0.00964349,0.35572707,0.64785577,0.97483519,0.61511466,0.60414433,0.54918261,0.01816795,0.5266908,0.18778462
713,0.00619246,0.28432116,0.28792405,0.25237478,0.54059833,0.56918961,0.58514833,0.00794775,0.52681562,0.13344858
714,0.00376511,0.00040948,0.28653723,0.00051082,0.57783758,0.60612836,0.54794734,0.01344208,0.52682023,0.1432936
715,0.00024816,0.00046265,0.21271602,0.00037236,0.51344077,0.53422413,0.59474484,0.02558913,0.52691878,0.10423382
716,0.00525506,0.00549326,0.25784084,0.02794182,0.63580245,0.62031159,0.55571138,0.00743844,0.52692076,0.08259679
717,0.11089138,0.0044187,0.72018349,0.00346781,0.5643657,0.59027214,0.53329509,0.00572674,0.52734661,0.09156375
718,0.00068827,0.00090252,0.48143802,0.00114644,0.58145191,0.60946584,0.54748234,0.00409439,0.52738035,0.04111884
719,0.01219492,0.00304801,0.45978238,0.00260567,0.57380418,0.59971877,0.54199519,0.00625461,0.52765163,0.21321775
720,0.02127519,0.01552043,0.33614252,0.00638738,0.55770746,0.55223582,0.5427947,0.01072664,0.52766889,0.18453401
721,0.00643093,0.00237782,0.41945808,0.00243802,0.57983045,0.59061017,0.56600405,0.00633357,0.52767565,0.31522003
722,0.00372536,0.00084092,0.61798592,0.00843526,0.5701016,0.57319916,0.53953318,0.00761833,0.52768022,0.08567211
723,0.02320913,0.01075957,0.45839556,0.30373664,0.61868533,0.63111888,0.55150199,0.01323328,0.52772482,0.15227705
724,0.01552962,0.04711875,0.21175592,0.04470964,0.5731215,0.58025685,0.54417345,0.00241308,0.52774146,0.11254244
725,0.02083412,0.77562289,0.51866866,0.88676822,0.55022482,0.54728129,0.53438278,0.01189096,0.52790508,0.14068757
726,0.01146594,0.00205069,0.49381267,0.00157594,0.59786083,0.60273377,0.54359462,0.01395278,0.52804818,0.16000764
727,0.0111189,0.00194948,0.21356945,0.00018818,0.54470808,0.58613748,0.53375917,0.00549884,0.52816889,0.11910153
728,0.00093449,0.00115665,0.20194154,0.00078369,0.54532494,0.55853848,0.52049718,0.01043396,0.52831885,0.17656844
729,0.0017924,0.00246805,0.21292938,0.00700403,0.58696959,0.61471538,0.5638979,0.00907473,0.5283664,0.08882525
730,0.18008253,0.01825416,0.19991466,0.00085713,0.56573814,0.63090857,0.5406129,0.00255577,0.5284232,0.14083066
731,0.0861196,0.02343283,0.19991466,0.00729113,0.63615794,0.66144603,0.5397509,0.00234992,0.52847083,0.08425501
732,0.00341225,0.00049463,0.43737999,0.00189009,0.5488611,0.56096128,0.57427826,0.01468394,0.5284823,0.25495958
733,0.00106148,0.0004298,0.36302539,0.00064612,0.58133181,0.57772929,0.56854465,0.02017385,0.52853004,0.15244848
734,0.00997114,0.00235066,0.26658844,0.00160842,0.60229244,0.58708527,0.5502437,0.01000442,0.52853686,0.17390614
735,0.00011478,0.00013858,0.77960316,2.20E-05,0.50310796,0.50514084,0.43185921,0.00024197,0.52853737,0.1191713
736,0.03405369,0.00428559,0.73629187,0.00155354,0.59098741,0.61667888,0.54043272,0.0058363,0.52859863,0.22209357
737,0.00691272,0.00932684,0.50992106,0.01054407,0.55025632,0.54224867,0.55138542,0.00607022,0.52866286,0.14641572
738,0.02902062,0.00336273,0.27810967,0.00160974,0.55849675,0.58984645,0.5382195,0.00456311,0.52871287,0.14892107
739,0.00102949,0.00130909,0.19991466,0.00095741,0.5283014,0.53341114,0.4929256,0.00530065,0.52875065,0.11389964
740,0.00221409,0.00206678,0.25197354,0.00138153,0.51664371,0.52498418,0.50570269,0.00179854,0.5288034,0.14963001
741,0.02731158,0.01501772,0.22167698,0.00390219,0.58268469,0.65488177,0.54131381,0.00410452,0.52892165,0.14055278
742,0.01480743,0.00139861,0.67228504,0.00011499,0.57217434,0.59858506,0.53318512,0.00888418,0.52894715,0.15043028
743,0.00152485,0.00042286,0.39278856,0.00059583,0.53772778,0.5358205,0.52853366,0.01803844,0.52896858,0.20660032
744,0.00797226,0.01638141,0.24738639,0.0379737,0.60047356,0.6386518,0.55558735,0.00952308,0.52900515,0.14138456
745,0.00053607,0.00180495,0.22647749,0.00451807,0.58265543,0.56322274,0.54406897,0.01548372,0.52914367,0.07847863
746,0.00854323,0.0005698,0.19991466,2.90E-05,0.50496938,0.50927396,0.28027396,0.00061128,0.52917191,0.10015725
747,0.02256351,0.09220983,0.19991466,0.06175165,0.56492263,0.59821926,0.53660857,0.00278456,0.52917373,0.1295298
748,0.00108572,0.00017877,0.25645402,9.15E-05,0.55642134,0.57044183,0.56553998,0.01184351,0.52919673,0.09711535
749,0.01207084,0.00101862,0.56272669,0.00149655,0.57857283,0.59985178,0.5376561,0.02636198,0.5292203,0.13459519
750,0.01009328,0.00238831,0.27800299,0.00240965,0.56521416,0.56097689,0.53669041,0.02874636,0.52934022,0.13580054
751,0.00387077,0.00121647,0.62854705,0.00200073,0.59977999,0.62712551,0.55650283,0.00566358,0.5294355,0.17646588
752,0.2191722,0.02831464,0.19991466,0.00309283,0.572057,0.59563885,0.5418682,0.00156272,0.5295061,0.14373324
753,0.00476649,0.0085887,0.39161511,0.00350697,0.59218724,0.58028243,0.55574078,0.00661549,0.52954209,0.21146361
754,0.00121271,0.00028686,0.32163431,0.00016145,0.55338056,0.58098268,0.54463162,0.02550072,0.52955057,0.122598
755,3.28E-05,0.00033873,0.51984212,0.00133723,0.55275765,0.58195367,0.5426993,0.01202406,0.52973048,0.05281815
756,0.00485858,0.03347971,0.03989759,0.05654821,0.61219562,0.67514876,0.53070635,0.00340096,0.52975197,0.17045656
757,0.00033638,0.00096934,0.20044805,0.00232392,0.63801041,0.53685925,0.51558094,0.00989582,0.5298122,0.09000744
758,0.00067954,0.00133895,0.521869,0.00447017,0.59640704,0.65678649,0.54408448,0.01330135,0.53000151,0.15525998
759,0.00043816,0.00040747,0.24898656,0.00019041,0.53447129,0.56302409,0.57032497,0.01212604,0.5300312,0.16268144
760,0.00182633,0.00176497,0.31854064,0.00236484,0.57396714,0.60442895,0.5589027,0.00808043,0.53004949,0.10349541
761,0.00180597,0.00051099,0.30424579,0.0005303,0.56181375,0.59053493,0.54263221,0.0149003,0.53008011,0.0710901
762,0.00111286,0.00099796,0.39780243,0.00210544,0.5278501,0.54882685,0.55129995,0.02057927,0.5300877,0.35608101
763,0.00424787,0.04738449,0.20012801,0.03667731,0.60957903,0.62545068,0.54838202,0.00220901,0.53018237,0.16576393
764,0.00487409,0.00373599,0.33400896,0.0014,0.61357008,0.60791314,0.54413719,0.00692487,0.53019556,0.11127679
765,0.0061343,0.00144572,0.38244079,0.00119808,0.61641456,0.64587745,0.54615371,0.00595051,0.53033112,0.18547808
766,0.00920242,0.00135756,0.33784937,0.00081703,0.60206606,0.63096359,0.54506599,0.00883481,0.53038309,0.13256285
767,0.01117222,0.00185942,0.19991466,0.00106167,0.56472033,0.59918832,0.54033281,0.00400539,0.53044261,0.25482881
768,0.07030595,0.00205464,0.20812887,0.00112182,0.63629893,0.60944979,0.550817,0.00206723,0.53053363,0.30262926
769,0.03033996,0.01997827,0.4412204,0.08278663,0.56362607,0.55984578,0.55203113,0.00555783,0.5305737,0.15839661
770,0.00984124,0.00061561,0.43940687,0.00030989,0.6353276,0.60700854,0.54961871,0.01127011,0.53062862,0.16331077
771,0.01577488,0.00295106,0.31832729,0.00130179,0.61285846,0.58579984,0.54318282,0.01556527,0.53077122,0.20099738
772,0.00041005,0.00018056,0.34382334,0.00020436,0.55861623,0.56737416,0.54264169,0.04182481,0.53084745,0.08661486
773,0.00794803,0.00176131,0.27736292,0.01219503,0.62174684,0.59484083,0.58047037,0.00269109,0.53097457,0.18726301
774,0.00532292,0.00554173,0.46564967,0.00454855,0.54431964,0.54475997,0.52485228,0.00529149,0.53105359,0.14297426
775,0.00415771,0.00408283,0.07158097,0.00018234,0.5515402,0.55337666,0.4999861,0.00292135,0.53105709,0.15340852
776,0.02319071,0.03701527,0.63356091,0.06121857,0.55240881,0.55941724,0.55049964,0.00340823,0.53111064,0.10830621
777,0.05016494,0.00302851,0.40217623,0.00066635,0.77971127,0.82264661,0.54585885,0.00412729,0.53121488,0.12311242
778,0.01839223,0.00142943,0.25165351,0.00101285,0.59830874,0.60055149,0.55115984,0.00580784,0.53124661,0.25426791
779,0.04656754,0.00343271,0.19991466,0.0004994,0.61213173,0.55992583,0.55267192,0.03255567,0.53130889,0.22663322
780,0.00141046,0.00074741,0.37177299,0.00072952,0.56452807,0.56085383,0.53914162,0.01295288,0.53154185,0.09981581
781,0.00360904,0.03524935,0.50938767,0.11157275,0.58241813,0.61897521,0.50293499,0.00662542,0.53155287,0.18105439
782,0.00085888,0.00097773,0.20204822,0.00129277,0.58248564,0.58481298,0.56248395,0.01102355,0.53169468,0.09048999
783,0.01783774,0.02596132,0.19991466,0.0098765,0.62716238,0.68188163,0.53994896,0.00308674,0.53196325,0.18849776
784,0.01397957,0.00368618,0.21058246,0.00222714,0.60969978,0.67050406,0.53941361,0.01047549,0.53196657,0.17595138
785,0.00818746,0.00575381,0.6715383,0.02453132,0.5569928,0.59556534,0.55147029,0.01009656,0.53220448,0.09659879
786,0.01024645,0.00532738,0.53114999,0.00379203,0.75724282,0.81964894,0.54883712,0.00815515,0.53221382,0.16883644
787,0.27720955,0.11079442,0.30883294,0.05764043,0.54302442,0.54601016,0.53162066,0.00143507,0.5324336,0.17127134
788,0.01135155,0.0011183,0.37678686,0.0004696,0.66014378,0.61389833,0.56058559,0.010783,0.53245006,0.11928445
789,0.00444368,0.00203505,0.20140815,0.00129221,0.57690572,0.59194165,0.54017281,0.02084344,0.53248477,0.13160857
790,0.0036071,0.00730588,0.45306166,0.02315676,0.53839182,0.55649788,0.65813576,0.00860986,0.53256211,0.09879379
791,0.02004116,0.01194467,0.231278,0.0523917,0.56751012,0.59552975,0.54995335,0.00529249,0.53258083,0.09841624
792,0.00235174,0.0008478,0.40078942,0.00051593,0.565139,0.59844205,0.54050533,0.0077058,0.53258681,0.15864247
793,0.10984347,0.01465733,0.24930659,0.00591542,0.57361468,0.61029593,0.54813648,0.00229362,0.53264462,0.17342423
794,0.0012001,0.01279679,0.04043098,0.00978794,0.51804215,0.52198197,0.5069848,0.00191878,0.53272618,0.14191778
795,0.10886633,0.37734728,0.40036271,0.92677872,0.57291181,0.60743609,0.54192503,0.0032796,0.53287744,0.17196926
796,0.00534328,0.00409736,0.36451888,0.00174786,0.51553851,0.52526245,0.5275916,0.00807924,0.53287896,0.22816768
797,0.44044022,0.1374634,0.45946234,0.29916664,0.62609597,0.64606365,0.55120893,0.00152827,0.53298231,0.17832723
798,0.00161985,0.00332037,0.63868146,0.01544138,0.55467847,0.56299139,0.5234145,0.00731087,0.53310892,0.11384279
799,0.00651624,0.02474967,0.67676552,0.12714462,0.58760149,0.61074598,0.5368503,0.00511979,0.53313856,0.14942574
800,0.00164505,0.00033821,0.32611479,0.00027911,0.54470302,0.57085833,0.52048647,0.00817756,0.53336847,0.15332361
801,0.00122046,0.00228543,0.45594197,0.00772501,0.55477091,0.56830155,0.59099705,0.03937196,0.53363129,0.08009589
802,0.01119451,0.03058308,0.54875187,0.02427743,0.5483799,0.5518439,0.56420589,0.00290595,0.53364794,0.20510329
803,0.00062526,0.0008521,0.32718157,0.00034928,0.54081147,0.55551347,0.55192075,0.00515733,0.53373288,0.07596674
804,0.00101689,0.0005711,0.3143802,0.00122456,0.65701489,0.65099621,0.56639913,0.00789234,0.53374427,0.09348952
805,0.00139398,0.00072113,0.31502027,0.00212051,0.63937145,0.58953802,0.55777973,0.02058607,0.53374848,0.12802777
806,0.00328429,0.00129142,0.23938553,0.00126917,0.57883577,0.58777987,0.54740118,0.01479783,0.53375848,0.21081535
807,0.01097543,0.00948133,0.20034137,0.004267,0.59876971,0.58666642,0.55511449,0.00662017,0.53387119,0.17001883
808,0.01073017,0.0013779,0.29176446,0.00088669,0.55103358,0.57336898,0.5394126,0.00575828,0.53393021,0.19531161
809,0.00216271,0.00817322,0.21890335,0.01634508,0.54101974,0.5437403,0.65469928,0.01952719,0.53394082,0.16458245
810,0.00590649,0.00294629,0.35353104,0.02536156,0.59535286,0.60686613,0.55546835,0.01016849,0.53396326,0.24201187
811,0.00817099,0.01433508,0.61745253,0.00589597,0.57028604,0.59556235,0.53997403,0.00416778,0.53398201,0.22926609
812,0.01008747,0.00777088,0.26840196,0.00133367,0.57579234,0.61945623,0.52432107,0.00668553,0.53405373,0.09965101
813,0.00276179,0.00323473,0.22797098,0.00221593,0.66714576,0.65107021,0.57747085,0.00991616,0.53406086,0.08818428
814,0.01026777,0.00059619,0.54747173,0.00024611,0.61528475,0.60907032,0.57904185,0.00508769,0.53426808,0.10551812
815,0.00048082,0.00089454,0.68625987,0.01789953,0.53123006,0.53400685,0.54464039,0.00960373,0.53437754,0.18657462
816,0.00687976,0.0701342,0.43407297,0.12688663,0.64612956,0.67343008,0.54443858,0.00414726,0.5343852,0.13769179
817,0.00222087,0.00475836,0.38681459,0.0241513,0.57815527,0.57759528,0.58564357,0.00869377,0.53439128,0.15414962
818,0.00370598,0.00114275,0.36931939,0.00960451,0.5964396,0.61813238,0.55138222,0.00671926,0.53439978,0.07714702
819,0.01355982,0.01276764,0.41529763,0.00737082,0.60631285,0.59741368,0.56597713,0.0055682,0.53449668,0.18704217
820,0.00078036,0.00230582,0.46042245,0.00193615,0.56859694,0.57475824,0.55830374,0.00967612,0.53452461,0.09700911
821,0.00236822,0.00663932,0.45594197,0.00566017,0.57150032,0.60735787,0.54460126,0.00624902,0.53459071,0.11411327
822,0.0077716,0.01070602,0.20012801,0.00145567,0.65993681,0.6489049,0.5542746,0.00336569,0.53479842,0.10534392
823,0.01080191,0.00036539,0.43481971,0.0001563,0.57837605,0.58621038,0.55517376,0.01423379,0.53490604,0.14982684
824,0.00357802,0.00122745,0.35705142,0.00807602,0.62288898,0.61658259,0.55238631,0.0052462,0.53498799,0.22971519
825,0.03503956,0.01838069,0.31811393,0.00508531,0.5492889,0.62148132,0.56815518,0.00244467,0.53499129,0.09999474
826,0.00478782,0.00435938,0.2006614,0.00024868,0.6108595,0.62430568,0.56303162,0.00544075,0.53500415,0.1056805
827,0.00442429,0.00383148,0.53616386,0.0171433,0.56918187,0.58873879,0.57564297,0.00856671,0.53513662,0.07696029
828,0.00175363,0.00076421,0.3877747,0.00174814,0.60497115,0.64815425,0.55317063,0.00873452,0.53514577,0.11387489
829,0.00216949,0.00541064,0.45508854,0.03911606,0.61566134,0.59341665,0.56031422,0.00583415,0.53520706,0.10201163
830,0.01212319,0.00335499,0.33891615,0.00233631,0.63817924,0.60780588,0.56443375,0.00798221,0.53521339,0.14418758
831,0.00244674,0.05020664,0.20044805,0.34167992,0.50925171,0.5283698,0.66204948,0.00371522,0.53529673,0.14975703
832,0.00573103,0.00064282,0.22125027,0.00059285,0.57614237,0.59211022,0.55356093,0.00862413,0.53530683,0.09906023
833,0.00257858,0.00052813,0.28611052,0.00397291,0.54993451,0.56566015,0.56767312,0.00437268,0.53545651,0.17480111
834,0.0561199,0.07726498,0.45882227,0.14551182,0.77514903,0.84423739,0.54577447,0.00246789,0.53576991,0.12931976
835,0.00733925,0.00220126,0.19991466,0.00198453,0.5619613,0.57432716,0.5499731,0.01139988,0.5358125,0.20512509
836,0.00547317,0.00045604,0.38062727,0.00018738,0.60877374,0.66292284,0.54617291,0.01242527,0.53587243,0.0954827
837,0.01017181,0.00095597,0.42297845,0.00032543,0.60701459,0.58008407,0.55582831,0.00452067,0.53597491,0.10875047
838,0.00075031,0.00035793,0,2.38E-05,0.56206497,0.54967757,0.5166796,0.00999347,0.53598258,0.18073481
839,0.00480817,0.00675926,0.41327075,0.00305421,0.60563123,0.5758701,0.55170782,0.00566138,0.53607101,0.16963187
840,0.00422072,0.00119984,0.24194581,0.000513,0.60959503,0.67564229,0.54892201,0.00571443,0.53607805,0.08477112
841,0.08182424,0.03057978,0.19991466,0.0043178,0.59782797,0.68081253,0.53217298,0.00147191,0.53615759,0.12103904
842,0.03529644,0.00170601,0.2021549,0.00048383,0.66255695,0.6359409,0.57372746,0.00624296,0.53618163,0.23112898
843,0.00088311,0.0009678,0.24535951,0.00068836,0.52330877,0.54236379,0.57180286,0.00836506,0.53622288,0.10519151
844,0.01729973,0.05601619,0.50416044,0.12975188,0.57943525,0.56004714,0.55815508,0.00284545,0.53624959,0.1322431
845,0.00295373,0.00384457,0.39950928,0.00097955,0.53604963,0.55710022,0.60827491,0.00833094,0.53625947,0.13370621
846,0.00327945,0.00528663,0.35193087,0.0018942,0.5483974,0.53077854,0.53844957,0.00429011,0.5363675,0.21062547
847,0.00237791,0.00039489,0.52602944,6.01E-05,0.56496876,0.59232774,0.55911395,0.01110271,0.53646201,0.15157463
848,0.00323291,0.00092439,0.19991466,0.00028775,0.62476939,0.58079197,0.58611736,0.00618199,0.53646281,0.13788764
849,0.00088505,0.00015075,0.36089183,8.62E-06,0.57165793,0.59094549,0.57411142,0.01041737,0.53650126,0.0761386
850,0.00202409,0.00031069,0.19991466,0.00049483,0.6836899,0.60486363,0.56336175,0.02616198,0.53654701,0.10122772
851,0.00557496,0.00048234,0.43300619,0.00771516,0.53982712,0.54550342,0.54067311,0.00950246,0.53660411,0.26163231
852,0.00457746,0.00062998,0.33560913,0.00247892,0.57109403,0.5826088,0.56222965,0.00910701,0.53677969,0.19073551
853,0.01905529,0.00080466,0.20151483,0.00059134,0.57384792,0.62447521,0.52980192,0.00921455,0.53687508,0.11652271
854,0.00141337,0.00289228,0.22114359,0.01709641,0.51141343,0.51863978,0.54692891,0.00594591,0.53706554,0.11209579
855,0.00654144,0.04047599,0.21068914,0.01458766,0.58864142,0.62549598,0.5533722,0.00214502,0.53740333,0.16224233
856,0.01697207,0.0016891,0.26232131,0.00124477,0.5376809,0.54928994,0.54518353,0.00503096,0.53743381,0.26060142
857,0.00922083,0.01161517,0.27106891,0.0037972,0.5531728,0.55665057,0.56699237,0.01127891,0.53749525,0.11810058
858,0.00577562,0.00214315,0.27096224,0.00044519,0.68393138,0.67390929,0.54437339,0.01566584,0.53750218,0.07647235
859,0.00084337,0.00229779,0.19991466,0.00188484,0.52845725,0.54893027,0.61053096,0.01783562,0.53760461,0.0887139
860,0.01753626,0.02555365,0.46970344,0.01231647,0.64255833,0.67411925,0.56195729,0.00406323,0.53770106,0.17913258
861,0.00440975,0.00816321,0.3449968,0.080212,0.54943694,0.55493831,0.55171149,0.00470836,0.53796056,0.18253623
862,0.00074934,0.00585248,0.40889695,0.0186489,0.55537396,0.55061983,0.55190678,0.01270717,0.53813782,0.1245149
863,0.00098005,0.0005078,0.46479625,5.62E-05,0.55519687,0.56858222,0.56875454,0.00224472,0.53826477,0.12112269
864,0.00200567,0.00918569,0.59633028,0.02105548,0.5469288,0.5585991,0.54615824,0.01422355,0.53846323,0.17360321
865,0.00537139,0.00243825,0.45828888,0.00876797,0.6608587,0.61669798,0.56973494,0.01084476,0.53850766,0.13091146
866,0.00158689,0.00955664,0.65372306,0.0853745,0.56548591,0.55891016,0.56578645,0.01800162,0.53851435,0.10717911
867,0.00663547,0.0021695,0.46223597,0.0022246,0.59554078,0.55253087,0.55446692,0.01019186,0.5385561,0.08894118
868,0.00665971,0.00191878,0.46564967,0.04505347,1,0.74518936,0.55892355,0.01803621,0.53893648,0.48766146
869,0.00663741,0.00526079,0.62321314,0.01018771,0.57090172,0.56539149,0.58624895,0.00993763,0.53896798,0.18105747
870,0.00381649,0.00459763,0.66983145,0.00590317,0.66362201,0.71381176,0.54598777,0.00894837,0.53904578,0.15344762
871,0.00246322,0.00076447,0.75496053,0.00211636,0.57152049,0.59507309,0.56439009,0.00647556,0.53912068,0.08337817
872,0.0091491,0.01348692,0.43503307,0.06629707,0.59075683,0.66935555,0.55043922,0.00389555,0.5391853,0.12641749
873,0.01769912,0.00124421,0.39545552,0.00136969,0.82523565,0.59405682,0.59480808,0.00634661,0.53926654,0.13313038
874,0.00213557,0.00236696,0.41359078,0.00059056,0.61137931,0.58679247,0.56929852,0.00689569,0.53931771,0.10120928
875,0.00477812,0.00196227,0.23949221,0.00881325,0.55870828,0.56070872,0.58079061,0.02189156,0.53932661,0.30492378
876,0.00612267,0.01520125,0.20044805,0.01018615,0.53985693,0.53264039,0.56706943,0.00294688,0.53936053,0.12837369
877,0.00644741,0.01343402,0.28685727,0.00886381,0.57884869,0.55358204,0.54306248,0.00273761,0.53940363,0.14645818
878,0.00137363,0.0025492,0.59878387,0.03212847,0.57160741,0.59408718,0.56868856,0.00687088,0.53946455,0.16928041
879,0.00260184,0.0008958,0.38446768,0.00037502,0.51161708,0.51357497,0.53690615,0.00159154,0.53949191,0.22715729
880,0.00260475,0.00590249,0.82163431,0.03097415,0.59208675,0.57006637,0.5400131,0.01241317,0.53959641,0.10661893
881,0.00848507,0.00212252,0.4378067,0.00329059,0.68159221,0.76918499,0.55292314,0.00564232,0.53971162,0.10213236
882,0.01055278,0.01527146,0.51034777,0.0196546,0.55988115,0.56732286,0.55274633,0.00502697,0.53972048,0.09930952
883,0.064414,0.20286354,0.33571581,0.2704971,0.55346205,0.566685,0.56616422,0.00291965,0.53976679,0.16628666
884,0.00376414,0.0056672,0.4946661,0.00182169,0.6097611,0.61437128,0.57147315,0.0026151,0.5399639,0.18945419
885,0.00118072,0.00092722,0.31043311,0.00092576,0.61129537,0.61518466,0.54780824,0.0146719,0.54003864,0.11131349
886,0.00629134,0.00043092,0.2949648,0.00019426,0.62395344,0.64321544,0.56997413,0.0048377,0.54024775,0.14124718
887,0.00970553,0.00081482,0.32056753,0.00030221,0.5744777,0.62594567,0.5491631,0.00533393,0.54024849,0.14887963
888,0.000665,0.00173194,0.26402816,0.00156629,0.58199079,0.60501285,0.56978157,0.00585691,0.54026391,0.12883661
889,0.05060505,0.00566816,0.58726264,0.00501611,0.54188953,0.56353771,0.54402029,0.00252668,0.54047236,0.19014107
890,0.00365557,0.0213747,0.52901643,0.14857365,0.60813649,0.62899223,0.55937714,0.01469266,0.54066953,0.16646353
891,0.00275307,0.00208043,0.47642415,0.00039776,0.61607249,0.61607715,0.57327105,0.00478775,0.5407992,0.20428476
892,0.05946624,0.1362531,0.63046725,0.34379588,0.68541041,0.77408408,0.55202805,0.00494227,0.54094483,0.16260026
893,0.00675471,0.00656494,0.40505654,0.02794182,0.54619945,0.56747342,0.56182358,0.00424713,0.54113738,0.17205383
894,0.00071541,0.00034258,0.31907404,0.00011272,0.60696994,0.66172568,0.55836755,0.01107422,0.54118285,0.10941116
895,0.00953589,0.01738706,0.49669298,0.01973026,0.64198682,0.66291377,0.56825446,0.00305883,0.5412435,0.13832484
896,0.00502822,0.00576277,0.80296565,0.02941532,0.6449418,0.60932153,0.59340221,0.01008559,0.54144531,0.28534736
897,0.00145893,0.00389875,0.25848091,0.0031906,0.55222288,0.56902932,0.5367458,0.01437834,0.54159706,0.11318897
898,0.04031691,0.00600197,0.4159377,0.00388628,0.61886932,0.6569969,0.56211027,0.00332702,0.54164092,0.13957797
